RT @DichoMusical: Music On http://t.co/EojKAKb5vB
@JuaantoBe ok.ah
Tetris is a vice
my phone #webcamtoy http://t.co/wiOyrrHzjk
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/LE19Q8oaFf
I'm at @TeatroViaSul w/ @velanepinho https://t.co/JmlRI3DWEF
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/KMMrCRMRbl
I'm at @TeatroViaSul https://t.co/ZLC6JX9LcD
I'm at Shopping Parangaba in Fortaleza, CE https://t.co/dRqnoOcpuJ
Just posted a photo https://t.co/JOg5TM5y2G
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/Lz0M187ItO
I'm at @TeatroViaSul https://t.co/dXzp04jZb4
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/cmX6T9LqOJ
I'm at @TeatroViaSul https://t.co/BWPlezgYTh
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/fMwq4MqICc
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/u7WTrMvw2P http://t.co/XsCJoUycQH
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/mnIzKLhZKm
I'm at @TeatroViaSul https://t.co/UFZAVQC16k
I'm at San Paolo in Fortaleza https://t.co/DcqC27HsZ8
I'm at C&A in Fortaleza, CE https://t.co/qFmFhHkqD4
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/t3tEmk64oW
Descanso (at @TeatroViaSul w/ @velanepinho) https://t.co/B6FY0w6v2L
I'm at @TeatroViaSul https://t.co/q4k3L2IpZc
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/huV7yU2QGH
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/UJVj1iVFe7
I'm at @TeatroViaSul https://t.co/4XVPDGAWuv
I'm at CCO CLDO Sul https://t.co/QkAUAg9Vvq
I'm at Centerplex for Fantastic Four in Fortaleza, CE https://t.co/L9VOLX3y2n
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/oD34BrVD7x
I'm at @TeatroViaSul https://t.co/lliUfVCfQs
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/IHlpnqQhFE
I'm at C&A in Fortaleza, CE https://t.co/aX6JMtwe5g
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/mYO4zVXYqp
I'm at pittsburg via sul https://t.co/SjpUOfVdYv
I'm at @TeatroViaSul https://t.co/QFlKNEyLcO
I'm at @TeatroViaSul https://t.co/1tOvzvLsak
I'm at @TeatroViaSul https://t.co/EuXnuvUJwe
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/EN9YoypBq2
I'm at Centerplex for Avengers: Age of Ultron in Fortaleza, CE https://t.co/wuDQWcj0Nd
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/QXgwbJ8fSf
I'm at Teatro Via Sul https://t.co/p9T7Sh7QNX
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/Es0wfwsnCH
I'm at Teatro Via Sul https://t.co/g7f8wPrc7E
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/nVbZsKdwjH
I'm at Teatro Via Sul https://t.co/QKuhky81Tn
I'm at Centerplex for Furious 7 3D in Fortaleza, CE https://t.co/DIGIe8XnHy
I'm at Via Sul @Shopping_viasul in Fortaleza, CE https://t.co/hzouhlz0SY
I'm at Teatro Via Sul https://t.co/MHN4GMnAOV
